Trump,Biden
0,0.25
0.35,0.25
0.19285714285714284,0.25
0.19285714285714284,0.25
0.19285714285714284,0.0
-0.8071428571428572,0.0
-0.8071428571428572,-0.275
-0.6707792207792208,-0.275
-0.6707792207792208,-0.775
-0.24577922077922082,-0.775
-0.24577922077922082,-0.775
-0.24577922077922082,-0.775
-0.24577922077922082,-0.775
-0.24577922077922082,-0.775
-0.3582792207792208,-0.775
-0.3582792207792208,-0.275
-0.3582792207792208,-0.275
-0.3582792207792208,-0.275
-0.3582792207792208,-0.275
-0.3582792207792208,-0.275
-1.158279220779221,-0.275
-1.158279220779221,-1.0750000000000002
-1.583279220779221,-1.0750000000000002
-1.583279220779221,-1.0750000000000002
-1.583279220779221,-1.0750000000000002
-1.9832792207792211,-1.0750000000000002
-1.9832792207792211,-1.0750000000000002
-1.9832792207792211,-1.0750000000000002
-1.9832792207792211,-1.0750000000000002
-1.633279220779221,-1.0750000000000002
-1.633279220779221,-1.0750000000000002
-1.133279220779221,-1.0750000000000002
-1.133279220779221,-1.0750000000000002
-1.133279220779221,-1.0750000000000002
-1.133279220779221,-1.241666666666667
-1.133279220779221,-1.241666666666667
-1.133279220779221,-1.741666666666667
-1.3166125541125544,-2.141666666666667
-1.3166125541125544,-2.8500000000000005
-1.3166125541125544,-2.8500000000000005
-1.3166125541125544,-2.6000000000000005
-1.3166125541125544,-2.266666666666667
-1.3166125541125544,-2.266666666666667
-1.3166125541125544,-2.016666666666667
-1.3166125541125544,-2.016666666666667
-1.3166125541125544,-2.016666666666667
-0.8916125541125544,-2.016666666666667
-0.8916125541125544,-2.016666666666667
-0.8916125541125544,-2.016666666666667
-0.8916125541125544,-2.416666666666667
-0.8916125541125544,-2.416666666666667
-1.1320887445887449,-2.416666666666667
-1.1320887445887449,-2.416666666666667
-1.1320887445887449,-2.416666666666667
-1.1320887445887449,-2.416666666666667
-0.9320887445887449,-2.416666666666667
-0.9320887445887449,-2.416666666666667
-0.9320887445887449,-2.416666666666667
-0.9320887445887449,-2.416666666666667
-0.9320887445887449,-2.5722222222222224
-0.9320887445887449,-2.5722222222222224
-0.9320887445887449,-2.5722222222222224
-0.9320887445887449,-2.5722222222222224
-0.9320887445887449,-2.3449494949494953
-0.9320887445887449,-2.3449494949494953
-0.9320887445887449,-2.3449494949494953
-0.9320887445887449,-2.3449494949494953
-0.841179653679654,-2.3449494949494953
-0.841179653679654,-2.3449494949494953
-0.841179653679654,-2.5449494949494955
-0.841179653679654,-2.5449494949494955
-0.841179653679654,-2.5449494949494955
-0.841179653679654,-2.5449494949494955
-0.6411796536796539,-2.711616161616162
-0.6411796536796539,-2.4752525252525257
-0.7911796536796538,-1.8502525252525257
-0.7911796536796538,-1.8502525252525257
-0.7911796536796538,-1.8502525252525257
-0.7911796536796538,-1.8502525252525257
-0.7911796536796538,-0.8502525252525257
-0.7911796536796538,-0.8502525252525257
